"do_disease_id","do_disease_name","omim_id","gene_accession_id"
"0110863","congenital stationary night blindness autosomal dominant 2","163500","MGI:97525"
"0060445","congenital stromal corneal dystrophy","610048","MGI:5298092"
"0060445","congenital stromal corneal dystrophy","610048","MGI:94872"
"0060287","cornea plana","121400","MGI:1202398"
"0060287","cornea plana","217300","MGI:1202398"
"0080505","Cornelia de Lange syndrome 1","122470","MGI:1913976"
"0080507","Cornelia de Lange syndrome 3","610759","MGI:1339795"
"0080509","Cornelia de Lange syndrome 5","300882","MGI:1917565"
"3393","coronary artery disease","300464","MGI:1100508"
"3393","coronary artery disease","607339","MGI:1100508"
"3393","coronary artery disease","608316","MGI:1100508"
"3393","coronary artery disease","608318","MGI:1100508"
"3393","coronary artery disease","608320","MGI:1100508"
"3393","coronary artery disease","610947","MGI:1100508"
"3393","coronary artery disease","611139","MGI:1100508"
"3393","coronary artery disease","612030","MGI:1100508"
"3393","coronary artery disease","614293","MGI:1100508"
"0090130","cortical dysplasia-focal epilepsy syndrome","610042","MGI:1914047"
"0090030","corticosteroid-binding globulin deficiency","611489","MGI:88278"
"0090140","cortisone reductase deficiency 2","614662","MGI:103562"
"0050469","Costello syndrome","218040","MGI:96224"
"0050657","Cowden syndrome 1","158350","MGI:109583"
"14737","craniofrontonasal syndrome","304110","MGI:102708"
"2340","craniosynostosis","182212","MGI:3762247"
"2340","craniosynostosis","600593","MGI:3762247"
"2340","craniosynostosis","182212","MGI:1270862"
"2340","craniosynostosis","600593","MGI:1270862"
"2340","craniosynostosis","182212","MGI:97169"
"2340","craniosynostosis","600593","MGI:97169"
"2340","craniosynostosis","182212","MGI:1926369"
"2340","craniosynostosis","600593","MGI:1926369"
"2340","craniosynostosis","182212","MGI:6257846"
"2340","craniosynostosis","600593","MGI:6257846"
"2340","craniosynostosis","182212","MGI:3762248"
"2340","craniosynostosis","600593","MGI:3762248"
"0112340","craniotubular dysplasia Ikegawa type","619727","MGI:1916027"
"11949","Creutzfeldt-Jakob disease","123400","MGI:97769"
"11949","Creutzfeldt-Jakob disease","123400","MGI:5428332"
"11949","Creutzfeldt-Jakob disease","123400","MGI:3836987"
"3803","Crigler-Najjar syndrome","218800","MGI:3785283"
"2339","Crouzon syndrome","123500","MGI:1276118"
"2339","Crouzon syndrome","123500","MGI:95523"
"11383","cryptorchidism","219050","MGI:108427"
"13271","cutaneous porphyria","263700","MGI:98917"
"0090142","cystathioninuria","219500","MGI:1339968"
"1485","cystic fibrosis","219700","MGI:88388"
"1485","cystic fibrosis","219700","MGI:3605470"
"1485","cystic fibrosis","219700","MGI:104696"
"1064","cystinosis","219750","MGI:1932872"
"1064","cystinosis","219800","MGI:1932872"
"1064","cystinosis","219900","MGI:1932872"
"9266","cystinuria","220100","MGI:1195264"
"9266","cystinuria","220100","MGI:1353656"
"2785","Dandy-Walker syndrome","220200","MGI:106683"
"2785","Dandy-Walker syndrome","220200","MGI:107201"
"2785","Dandy-Walker syndrome","220200","MGI:1891217"
"0050437","Danon disease","300257","MGI:96748"
"0090031","D-bifunctional protein deficiency","261515","MGI:105089"
"0050757","deafness-dystonia-optic neuronopathy syndrome","304700","MGI:1353433"
"0111576","dehydrated hereditary stomatocytosis 1","194380","MGI:3603204"
"0060162","dentatorubral-pallidoluysian atrophy","125370","MGI:4360678"
"0060162","dentatorubral-pallidoluysian atrophy","125370","MGI:4360676"
"0060162","dentatorubral-pallidoluysian atrophy","125370","MGI:3831324"
"0060162","dentatorubral-pallidoluysian atrophy","125370","MGI:3834567"
"0060162","dentatorubral-pallidoluysian atrophy","125370","MGI:3831323"
"0050699","Dent disease","300009","MGI:99486"
"0050699","Dent disease","300555","MGI:99486"
"701","dentin dysplasia","125400","MGI:3828144"
"701","dentin dysplasia","125420","MGI:3828144"
"701","dentin dysplasia","125400","MGI:2443733"
"701","dentin dysplasia","125420","MGI:2443733"
"4154","dentinogenesis imperfecta","125490","MGI:109172"
"4154","dentinogenesis imperfecta","125500","MGI:109172"
"3764","Denys-Drash syndrome","194080","MGI:98968"
"5117","dermoid cyst of ovary","166950","MGI:5543908"
"5117","dermoid cyst of ovary","166950","MGI:1890081"
"0060462","Desbuquois dysplasia","251450","MGI:1923275"
"0060462","Desbuquois dysplasia","615777","MGI:1923275"
"0070654","desmosterolosis","602398","MGI:1922004"
"0050158","desquamative interstitial pneumonia","263000","MGI:109517"
"0080439","developmental and epileptic encephalopathy 14","614959","MGI:1924627"
"0080449","developmental and epileptic encephalopathy 16","615338","MGI:2443456"
"0080450","developmental and epileptic encephalopathy 17","615473","MGI:95775"
"0080467","developmental and epileptic encephalopathy 2","300672","MGI:1278336"
"0080435","developmental and epileptic encephalopathy 37","616981","MGI:2442704"
"0080349","developmental and epileptic encephalopathy 39","612949","MGI:1926080"
"0080456","developmental and epileptic encephalopathy 46","617162","MGI:95823"
"0080418","developmental and epileptic encephalopathy 54","617391","MGI:1858195"
"0080462","developmental and epileptic encephalopathy 7","613720","MGI:1309503"
"0080215","developmental and epileptic encephalopathy 8","300607","MGI:2442233"
"0060770","dextro-looped transposition of the great arteries","608808","MGI:96257"
"0060770","dextro-looped transposition of the great arteries","608808","MGI:3653212"
"0060770","dextro-looped transposition of the great arteries","608808","MGI:106613"
"0060770","dextro-looped transposition of the great arteries","608808","MGI:109448"
"0111879","Diamond-Blackfan anemia 6","612561","MGI:102854"
"0111878","Diamond-Blackfan anemia 7","612562","MGI:1914275"
"14687","diastrophic dysplasia","222600","MGI:892977"
"0060650","dicarboxylic aminoaciduria","222730","MGI:105083"
"6652","diffuse idiopathic skeletal hyperostosis","106400","MGI:1927073"
"11198","DiGeorge syndrome","188400","MGI:3798957"
"11198","DiGeorge syndrome","188400","MGI:2677647"
"11198","DiGeorge syndrome","188400","MGI:107928"
"11198","DiGeorge syndrome","188400","MGI:104686"
"11198","DiGeorge syndrome","188400","MGI:96175"
"11198","DiGeorge syndrome","188400","MGI:98493"
"11198","DiGeorge syndrome","188400","MGI:2154244"
"11198","DiGeorge syndrome","188400","MGI:2429765"
"11198","DiGeorge syndrome","188400","MGI:3702641"
"11198","DiGeorge syndrome","188400","MGI:5311363"
"11198","DiGeorge syndrome","188400","MGI:3522243"
"11198","DiGeorge syndrome","188400","MGI:1313268"
"11198","DiGeorge syndrome","188400","MGI:5620178"
"11198","DiGeorge syndrome","188400","MGI:2178429"
"11198","DiGeorge syndrome","188400","MGI:99604"
"11198","DiGeorge syndrome","188400","MGI:5446153"
"11198","DiGeorge syndrome","188400","MGI:102949"
"11198","DiGeorge syndrome","188400","MGI:104719"
"11198","DiGeorge syndrome","188400","MGI:2177178"
"11198","DiGeorge syndrome","188400","MGI:103178"
"11198","DiGeorge syndrome","188400","MGI:98729"
"11198","DiGeorge syndrome","188400","MGI:2442415"
"0110425","dilated cardiomyopathy 1A","115200","MGI:2143886"
"0110425","dilated cardiomyopathy 1A","115200","MGI:96794"
"0110425","dilated cardiomyopathy 1A","115200","MGI:5907284"
"0110423","dilated cardiomyopathy 1C","601493","MGI:1344412"
"0110423","dilated cardiomyopathy 1C","601493","MGI:5910332"
"0110424","dilated cardiomyopathy 1CC","613122","MGI:1916060"
"0110426","dilated cardiomyopathy 1D","601494","MGI:4819714"
"0110426","dilated cardiomyopathy 1D","601494","MGI:5576169"
"0110426","dilated cardiomyopathy 1D","601494","MGI:104597"
"0110447","dilated cardiomyopathy 1DD","613172","MGI:1920963"
"0110433","dilated cardiomyopathy 1E","601154","MGI:5800482"
"0110453","dilated cardiomyopathy 1EE","613252","MGI:97255"
"0110430","dilated cardiomyopathy 1G","604145","MGI:98864"
"0110448","dilated cardiomyopathy 1HH","613881","MGI:1352493"
"0110431","dilated cardiomyopathy 1I","604765","MGI:94885"
"0110436","dilated cardiomyopathy 1L","606685","MGI:1346525"
"0110436","dilated cardiomyopathy 1L","606685","MGI:5911917"
"0110449","dilated cardiomyopathy 1M","607482","MGI:1330824"
"0110439","dilated cardiomyopathy 1P","609909","MGI:5905136"
"0110456","dilated cardiomyopathy 1R","613424","MGI:87905"
"0110456","dilated cardiomyopathy 1R","613424","MGI:5906237"
"0110456","dilated cardiomyopathy 1R","613424","MGI:5313498"
"0110457","dilated cardiomyopathy 1Y","611878","MGI:98809"
"0110457","dilated cardiomyopathy 1Y","611878","MGI:5906015"
"0110457","dilated cardiomyopathy 1Y","611878","MGI:5906014"
"0110457","dilated cardiomyopathy 1Y","611878","MGI:6256753"
"0081162","dilated cardiomyopathy 2F","619747","MGI:1917619"
"0070477","diphthamide deficiency syndrome 1","616901","MGI:2151233"
"0060021","DNA ligase IV deficiency","606593","MGI:1335098"
"0090144","Donnai-Barrow syndrome","222448","MGI:95794"
"0090145","dopamine beta-hydroxylase deficiency","223360","MGI:94864"
"6406","double outlet right ventricle","217095","MGI:109448"
"6406","double outlet right ventricle","217095","MGI:1101357"
"14250","Down syndrome","190685","MGI:5519054"
"14250","Down syndrome","190685","MGI:3531160"
"14250","Down syndrome","190685","MGI:3814571"
"14250","Down syndrome","190685","MGI:3814566"
"14250","Down syndrome","190685","MGI:3814564"
"14250","Down syndrome","190685","MGI:2178111"
"14250","Down syndrome","190685","MGI:5703853"
"14250","Down syndrome","190685","MGI:3809573"
"14250","Down syndrome","190685","MGI:104215"
"14250","Down syndrome","190685","MGI:5430361"
"14250","Down syndrome","190685","MGI:4367903"
"14250","Down syndrome","190685","MGI:1330299"
"14250","Down syndrome","190685","MGI:3623021"
"14250","Down syndrome","190685","MGI:4867505"
"0060745","Doyne honeycomb retinal dystrophy","126600","MGI:1339998"
"0080422","Dravet syndrome","607208","MGI:98246"
"0060747","Duane-radial ray syndrome","607323","MGI:2139360"
"12557","Duane retraction syndrome","126800","MGI:104555"
"12557","Duane retraction syndrome","126800","MGI:1915674"
"12308","Dubin-Johnson syndrome","237500","MGI:97887"
"11723","Duchenne muscular dystrophy","310200","MGI:107341"
"11723","Duchenne muscular dystrophy","310200","MGI:94909"
"11723","Duchenne muscular dystrophy","310200","MGI:5765990"
"0060484","EAST syndrome","612780","MGI:1194504"
"14289","Ebstein anomaly","224700","MGI:1338938"
"0111664","ectodermal dysplasia 1","305100","MGI:1195272"
"0060783","ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3","604292","MGI:1330810"
"14720","Ehlers-Danlos syndrome classic type 1","130000","MGI:88457"
"14720","Ehlers-Danlos syndrome classic type 1","130000","MGI:88458"
"14720","Ehlers-Danlos syndrome classic type 1","130000","MGI:109347"
"12714","Ellis-Van Creveld syndrome","225500","MGI:1915775"
"12714","Ellis-Van Creveld syndrome","225500","MGI:1890596"
"0060641","endocrine-cerebro-osteodysplasia syndrome","612651","MGI:1934157"
"1380","endometrial cancer","608089","MGI:1921405"
"1380","endometrial cancer","608089","MGI:109583"
"1380","endometrial cancer","608089","MGI:98834"
"1380","endometrial cancer","608089","MGI:1341870"
"0090059","enhanced S-cone syndrome","268100","MGI:102567"
"0090059","enhanced S-cone syndrome","268100","MGI:1346317"
"4644","epidermolysis bullosa simplex","601001","MGI:96688"
"4644","epidermolysis bullosa simplex","615425","MGI:96688"
"0060735","epidermolysis bullosa simplex Dowling-Meara type","131760","MGI:96702"
"0060735","epidermolysis bullosa simplex Dowling-Meara type","131760","MGI:96688"
"0060736","epidermolysis bullosa simplex Ogna type","131950","MGI:1277961"
"0090017","epidermolysis bullosa simplex with muscular dystrophy","226670","MGI:1277961"
"0050989","episodic ataxia type 1","160120","MGI:96654"
"0050990","episodic ataxia type 2","108500","MGI:109482"
"0090053","episodic kinesigenic dyskinesia 1","128200","MGI:1916267"
"13270","erythropoietic protoporphyria","177000","MGI:95513"
"13270","erythropoietic protoporphyria","300752","MGI:95513"
"13270","erythropoietic protoporphyria","177000","MGI:1347061"
"13270","erythropoietic protoporphyria","300752","MGI:1347061"
"0080171","esophageal atresia/tracheoesophageal fistula","189960","MGI:104327"
"5041","esophageal cancer","133239","MGI:5308011"
"10825","essential hypertension","145500","MGI:97362"
"10825","essential hypertension","603918","MGI:97362"
"10825","essential hypertension","604329","MGI:97362"
"10825","essential hypertension","607329","MGI:97362"
"10825","essential hypertension","608742","MGI:97362"
"10825","essential hypertension","610261","MGI:97362"
"10825","essential hypertension","610262","MGI:97362"
"10825","essential hypertension","610948","MGI:97362"
"10825","essential hypertension","611014","MGI:97362"
"10825","essential hypertension","145500","MGI:109497"
"10825","essential hypertension","603918","MGI:109497"
"10825","essential hypertension","604329","MGI:109497"
"10825","essential hypertension","607329","MGI:109497"
"10825","essential hypertension","608742","MGI:109497"
"10825","essential hypertension","610261","MGI:109497"
"10825","essential hypertension","610262","MGI:109497"
"10825","essential hypertension","610948","MGI:109497"
"10825","essential hypertension","611014","MGI:109497"
"10825","essential hypertension","145500","MGI:95317"
"10825","essential hypertension","603918","MGI:95317"
"10825","essential hypertension","604329","MGI:95317"
"10825","essential hypertension","607329","MGI:95317"
"10825","essential hypertension","608742","MGI:95317"
"10825","essential hypertension","610261","MGI:95317"
"10825","essential hypertension","610262","MGI:95317"
"10825","essential hypertension","610948","MGI:95317"
"10825","essential hypertension","611014","MGI:95317"
"2224","essential thrombocythemia","187950","MGI:97249"
"2224","essential thrombocythemia","601977","MGI:97249"
"2224","essential thrombocythemia","614521","MGI:97249"
"2224","essential thrombocythemia","187950","MGI:5441305"
"2224","essential thrombocythemia","601977","MGI:5441305"
"2224","essential thrombocythemia","614521","MGI:5441305"
"2224","essential thrombocythemia","187950","MGI:96629"
"2224","essential thrombocythemia","601977","MGI:96629"
"2224","essential thrombocythemia","614521","MGI:96629"
"2224","essential thrombocythemia","187950","MGI:5553467"
"2224","essential thrombocythemia","601977","MGI:5553467"
"2224","essential thrombocythemia","614521","MGI:5553467"
"0060640","ethylmalonic encephalopathy","602473","MGI:1913321"
"13641","exfoliation syndrome","177650","MGI:107448"
"13641","exfoliation syndrome","177650","MGI:106096"
"0050909","extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue","137245","MGI:5432015"
"14499","Fabry disease","301500","MGI:1347344"
"2216","factor V deficiency","227400","MGI:88382"
"12134","factor VIII deficiency","306700","MGI:88383"
"2229","factor XI deficiency","612416","MGI:99481"
"2231","factor XII deficiency","234000","MGI:1891012"
"2211","factor XIII deficiency","613225","MGI:1921395"
"2211","factor XIII deficiency","613235","MGI:1921395"
"0050650","familial atrial fibrillation","607554","MGI:5800482"
"0050650","familial atrial fibrillation","608583","MGI:5800482"
"0050650","familial atrial fibrillation","608988","MGI:5800482"
"0050650","familial atrial fibrillation","611493","MGI:5800482"
"0050650","familial atrial fibrillation","611494","MGI:5800482"
"0050650","familial atrial fibrillation","612201","MGI:5800482"
"0050650","familial atrial fibrillation","612240","MGI:5800482"
"0050650","familial atrial fibrillation","613055","MGI:5800482"
"0050650","familial atrial fibrillation","613980","MGI:5800482"
"0050650","familial atrial fibrillation","614022","MGI:5800482"
"0050650","familial atrial fibrillation","614049","MGI:5800482"
"0050650","familial atrial fibrillation","614050","MGI:5800482"
"0050650","familial atrial fibrillation","615377","MGI:5800482"
"0050650","familial atrial fibrillation","615378","MGI:5800482"
"0050650","familial atrial fibrillation","615770","MGI:5800482"
"0060761","familial chronic myelocytic leukemia-like syndrome","600080","MGI:96395"
"0090062","familial cold autoinflammatory syndrome 1","120100","MGI:2653833"
"0090065","familial cold autoinflammatory syndrome 4","616115","MGI:3036243"
"0090065","familial cold autoinflammatory syndrome 4","616115","MGI:5696383"
"0050831","familial encephalopathy with neuroserpin inclusion bodies","604218","MGI:3833387"
"0050831","familial encephalopathy with neuroserpin inclusion bodies","604218","MGI:1194506"
"0111731","familial episodic pain syndrome 3","615552","MGI:1345149"
"0060474","familial erythrocytosis 2","263400","MGI:103223"
"0111182","familial hemiplegic migraine 2","602481","MGI:88106"
"0110922","familial hemophagocytic lymphohistiocytosis 2","603553","MGI:97551"
"0110923","familial hemophagocytic lymphohistiocytosis 3","608898","MGI:1917700"
"0110924","familial hemophagocytic lymphohistiocytosis 4","603552","MGI:1921982"
"13810","familial hypercholesterolemia","143890","MGI:96765"
"0070216","familial hyperinsulinemic hypoglycemia 3","602485","MGI:1270854"
"0111061","familial hypobetalipoproteinemia 2","605019","MGI:88052"
"0060700","familial hypocalciuric hypercalcemia 1","145980","MGI:1351351"
"0090028","familial isolated deficiency of vitamin E","277460","MGI:1354168"
"14118","familial lipoprotein lipase deficiency","238600","MGI:96820"
"2987","familial Mediterranean fever","134610","MGI:1859396"
"2987","familial Mediterranean fever","249100","MGI:1859396"
"0050547","familial medullary thyroid carcinoma","155240","MGI:97763"
"0060748","familial temporal lobe epilepsy 1","600512","MGI:1861691"
"0060748","familial temporal lobe epilepsy 1","600512","MGI:5306987"
"0111095","Fanconi anemia complementation group A","227650","MGI:1341823"
"0111087","Fanconi anemia complementation group C","227645","MGI:95480"
"0111089","Fanconi anemia complementation group D1","605724","MGI:109337"
"0111083","Fanconi anemia complementation group D2","227646","MGI:2448480"
"0090066","Fanconi-like syndrome","227850","MGI:1915220"
"0090066","Fanconi-like syndrome","227850","MGI:106299"
"0050464","Farber lipogranulomatosis","228000","MGI:1277124"
"0050433","fatal familial insomnia","600072","MGI:97769"
"0060464","Feingold syndrome","164280","MGI:3790484"
"0060464","Feingold syndrome","614326","MGI:3790484"
"0060647","fetal encasement syndrome","613630","MGI:99484"
"13374","fibrodysplasia ossificans progressiva","135100","MGI:3821883"
"13374","fibrodysplasia ossificans progressiva","135100","MGI:87911"
"13374","fibrodysplasia ossificans progressiva","135100","MGI:5515417"
"13374","fibrodysplasia ossificans progressiva","135100","MGI:88180"
"0050790","fibular hypoplasia and complex brachydactyly","228900","MGI:95688"
"0050637","Finnish type amyloidosis","105120","MGI:4353752"
"2120","focal dermal hypoplasia","305600","MGI:1890212"
"0111128","focal segmental glomerulosclerosis 1","603278","MGI:1890773"
"0111129","focal segmental glomerulosclerosis 2","603965","MGI:5319633"
"0111129","focal segmental glomerulosclerosis 2","603965","MGI:109523"
"0111129","focal segmental glomerulosclerosis 2","603965","MGI:5319643"
"0111129","focal segmental glomerulosclerosis 2","603965","MGI:5319642"
"0112245","focal segmental glomerulosclerosis 3","607832","MGI:1330281"
"3962","follicular thyroid carcinoma","188470","MGI:98743"
"3962","follicular thyroid carcinoma","188470","MGI:104878"
"3962","follicular thyroid carcinoma","188470","MGI:109583"
"3962","follicular thyroid carcinoma","188470","MGI:5578521"
"0070531","foveal hypoplasia 2","609218","MGI:2685433"
"0050879","fragile X-associated tremor/ataxia syndrome","300623","MGI:95564"
"0050879","fragile X-associated tremor/ataxia syndrome","300623","MGI:3848935"
"0050879","fragile X-associated tremor/ataxia syndrome","300623","MGI:5751856"
"14261","fragile X syndrome","300624","MGI:95564"
"0081047","frontonasal dysplasia 3","613456","MGI:104621"
"9255","frontotemporal dementia","600274","MGI:5646620"
"9255","frontotemporal dementia","600274","MGI:2387629"
"9255","frontotemporal dementia","600274","MGI:3621183"
"9255","frontotemporal dementia","600274","MGI:99919"
"9255","frontotemporal dementia","600274","MGI:6286243"
"9255","frontotemporal dementia","600274","MGI:5293608"
"9255","frontotemporal dementia","600274","MGI:6278301"
"9255","frontotemporal dementia","600274","MGI:1916192"
"9255","frontotemporal dementia","600274","MGI:3505723"
"9255","frontotemporal dementia","600274","MGI:1913150"
"9255","frontotemporal dementia","600274","MGI:3793734"
"9255","frontotemporal dementia","600274","MGI:4438487"
"9255","frontotemporal dementia","600274","MGI:4438486"
"9255","frontotemporal dementia","600274","MGI:3603947"
"9255","frontotemporal dementia","600274","MGI:4358721"
"9255","frontotemporal dementia","600274","MGI:3604137"
"9255","frontotemporal dementia","600274","MGI:3813494"
"9255","frontotemporal dementia","600274","MGI:3604138"
"9255","frontotemporal dementia","600274","MGI:3832876"
"9255","frontotemporal dementia","600274","MGI:5749786"
"9255","frontotemporal dementia","600274","MGI:3838540"
"9255","frontotemporal dementia","600274","MGI:3833375"
"9255","frontotemporal dementia","600274","MGI:5703729"
"0060213","frontotemporal dementia and/or amyotrophic lateral sclerosis 1","105550","MGI:5919945"
"11555","Fuchs endothelial dystrophy","136800","MGI:88464"
"11555","Fuchs endothelial dystrophy","610158","MGI:88464"
"11555","Fuchs endothelial dystrophy","613267","MGI:88464"
"11555","Fuchs endothelial dystrophy","613268","MGI:88464"
"11555","Fuchs endothelial dystrophy","613269","MGI:88464"
"11555","Fuchs endothelial dystrophy","613270","MGI:88464"
"11555","Fuchs endothelial dystrophy","613271","MGI:88464"
"11555","Fuchs endothelial dystrophy","615523","MGI:88464"
"14500","fucosidosis","230000","MGI:95593"
"0090067","Fuhrmann syndrome","228930","MGI:98961"
"0050559","Fukuyama congenital muscular dystrophy","253800","MGI:2179507"
"11105","fundus albipunctatus","136880","MGI:2385957"
"0070048","GAND syndrome","615074","MGI:2443225"
"8534","gastroesophageal reflux disease","109350","MGI:1330810"
"9253","gastrointestinal stromal tumor","606764","MGI:96677"
"11044","gastroschisis","230750","MGI:96828"
"0110957","Gauchers disease type I","230800","MGI:95665"
"0110958","Gauchers disease type II","230900","MGI:95665"
"0111725","geleophysic dysplasia 1","231050","MGI:1925044"
"1827","generalized epilepsy","600669","MGI:95613"
"1827","generalized epilepsy","600669","MGI:107384"
"4249","Gerstmann-Straussler-Scheinker syndrome","137440","MGI:5491017"
"4249","Gerstmann-Straussler-Scheinker syndrome","137440","MGI:4356191"
"4249","Gerstmann-Straussler-Scheinker syndrome","137440","MGI:97769"
"4249","Gerstmann-Straussler-Scheinker syndrome","137440","MGI:5487543"
"4249","Gerstmann-Straussler-Scheinker syndrome","137440","MGI:5491018"
"4249","Gerstmann-Straussler-Scheinker syndrome","137440","MGI:5491020"
"0090068","giant axonal neuropathy 1","256850","MGI:1890619"
"11119","Gilles de la Tourette syndrome","137580","MGI:96062"
"11119","Gilles de la Tourette syndrome","137580","MGI:94862"
"11119","Gilles de la Tourette syndrome","137580","MGI:2679446"
"11119","Gilles de la Tourette syndrome","137580","MGI:96969"
"11119","Gilles de la Tourette syndrome","137580","MGI:3778285"
"0050450","Gitelman syndrome","263800","MGI:1917097"
"0050450","Gitelman syndrome","263800","MGI:1858416"
"0050450","Gitelman syndrome","263800","MGI:108114"
"2219","Glanzmanns thrombasthenia","273800","MGI:96612"
"0070561","glucose transporter type 1 deficiency syndrome 1","606777","MGI:95755"
"0111254","glutaric acidemia I","231670","MGI:104541"
"0112246","glutaric acidemia type 3","231690","MGI:1923221"
"0060363","glycerol kinase deficiency","307030","MGI:106594"
"0111037","glycine N-methyltransferase deficiency","606664","MGI:1202304"
"2749","glycogen storage disease Ia","232200","MGI:95607"
"0081330","glycogen storage disease Ib","232220","MGI:1316650"
"2752","glycogen storage disease II","232300","MGI:95609"
"2748","glycogen storage disease III","232400","MGI:1924809"
"2750","glycogen storage disease IV","232500","MGI:1921435"
"0111041","glycogen storage disease IXb","261750","MGI:97578"
"0111040","glycogen storage disease IXd","300559","MGI:97576"
"2746","glycogen storage disease V","232600","MGI:97830"
"2746","glycogen storage disease V","232600","MGI:106918"
"2754","glycogen storage disease VI","232700","MGI:97829"
"11721","glycogen storage disease VII","232800","MGI:97548"
"11721","glycogen storage disease VII","232800","MGI:106918"
"0050579","glycogen storage disease XV","613507","MGI:1351614"
"3343","glycoproteinosis","256550","MGI:97305"
"4795","GM2 gangliosidosis, AB variant","272750","MGI:95762"
"0111533","gnathodiaphyseal dysplasia","166260","MGI:3576659"
"0060481","Goldberg-Shprintzen syndrome","609460","MGI:1919570"
"2907","Goldenhar syndrome","164210","MGI:106676"
"2907","Goldenhar syndrome","164210","MGI:105953"
"2907","Goldenhar syndrome","164210","MGI:3511278"
"0111455","GRACILE syndrome","603358","MGI:1914071"
"0111044","gray platelet syndrome","139090","MGI:2448554"
"14761","Greig cephalopolysyndactyly syndrome","175700","MGI:95729"
"0060832","Griscelli syndrome type 1","214450","MGI:105976"
"0060672","Grn-related frontotemporal lobar degeneration with Tdp43 inclusions","607485","MGI:5310798"
"0060672","Grn-related frontotemporal lobar degeneration with Tdp43 inclusions","607485","MGI:4830518"
"0060672","Grn-related frontotemporal lobar degeneration with Tdp43 inclusions","607485","MGI:5476814"
"0060672","Grn-related frontotemporal lobar degeneration with Tdp43 inclusions","607485","MGI:5476817"
"0060672","Grn-related frontotemporal lobar degeneration with Tdp43 inclusions","607485","MGI:5476818"
"0060672","Grn-related frontotemporal lobar degeneration with Tdp43 inclusions","607485","MGI:2387629"
"0060672","Grn-related frontotemporal lobar degeneration with Tdp43 inclusions","607485","MGI:5002478"
"0060672","Grn-related frontotemporal lobar degeneration with Tdp43 inclusions","607485","MGI:95832"
"0050799","guanidinoacetate methyltransferase deficiency","612736","MGI:1098221"
"12842","Guillain-Barre syndrome","139393","MGI:1338803"
"12842","Guillain-Barre syndrome","139393","MGI:101773"
"1415","gyrate atrophy","258870","MGI:97394"
"2736","Hajdu-Cheney syndrome","102500","MGI:97364"
"0060739","hand-foot-genital syndrome","140000","MGI:96173"
"1060","Hartnup disease","234500","MGI:1921588"
"0070058","Helsmoortel-Van Der Aa Syndrome","615873","MGI:1338758"
"2352","hemochromatosis","231100","MGI:96163"
"2352","hemochromatosis","231100","MGI:88127"
"0111029","hemochromatosis type 1","235200","MGI:109191"
"0111027","hemochromatosis type 2A","602390","MGI:1916835"
"0111032","hemochromatosis type 2B","613313","MGI:1933533"
"0111030","hemochromatosis type 3","604250","MGI:1354956"
"0111028","hemochromatosis type 4","606069","MGI:1315204"
"12259","hemophilia B","306900","MGI:88384"
"684","hepatocellular carcinoma","114550","MGI:5578130"
"684","hepatocellular carcinoma","114550","MGI:6467539"
"684","hepatocellular carcinoma","114550","MGI:99421"
"684","hepatocellular carcinoma","114550","MGI:96692"
"684","hepatocellular carcinoma","114550","MGI:5437648"
"684","hepatocellular carcinoma","114550","MGI:1202304"
"684","hepatocellular carcinoma","114550","MGI:1919815"
"684","hepatocellular carcinoma","114550","MGI:1927144"
"684","hepatocellular carcinoma","114550","MGI:1918817"
"684","hepatocellular carcinoma","114550","MGI:3794549"
"684","hepatocellular carcinoma","114550","MGI:5544910"
"684","hepatocellular carcinoma","114550","MGI:3797587"
"684","hepatocellular carcinoma","114550","MGI:2679153"
"684","hepatocellular carcinoma","114550","MGI:97569"
"684","hepatocellular carcinoma","114550","MGI:3810466"
"684","hepatocellular carcinoma","114550","MGI:97611"
"684","hepatocellular carcinoma","114550","MGI:3693965"
"684","hepatocellular carcinoma","114550","MGI:6257843"
"684","hepatocellular carcinoma","114550","MGI:109583"
"684","hepatocellular carcinoma","114550","MGI:5755888"
"684","hepatocellular carcinoma","114550","MGI:5437708"
"684","hepatocellular carcinoma","114550","MGI:88039"
"684","hepatocellular carcinoma","114550","MGI:3621047"
"684","hepatocellular carcinoma","114550","MGI:5661921"
"684","hepatocellular carcinoma","114550","MGI:97250"
"684","hepatocellular carcinoma","114550","MGI:1889549"
"684","hepatocellular carcinoma","114550","MGI:5428912"
"684","hepatocellular carcinoma","114550","MGI:1352464"
"684","hepatocellular carcinoma","114550","MGI:5000252"
"684","hepatocellular carcinoma","114550","MGI:104556"
"684","hepatocellular carcinoma","114550","MGI:5781012"
"684","hepatocellular carcinoma","114550","MGI:5811148"
"684","hepatocellular carcinoma","114550","MGI:4459071"
"684","hepatocellular carcinoma","114550","MGI:2449975"
"684","hepatocellular carcinoma","114550","MGI:1347487"
"684","hepatocellular carcinoma","114550","MGI:3769139"
"13269","hereditary coproporphyria","121300","MGI:104841"
"2373","hereditary elliptocytosis","130600","MGI:95401"
"2373","hereditary elliptocytosis","611804","MGI:95401"
"1270","hereditary hemorrhagic telangiectasia","187300","MGI:95392"
"1270","hereditary hemorrhagic telangiectasia","600376","MGI:95392"
"1270","hereditary hemorrhagic telangiectasia","615506","MGI:95392"
